[Connect DataFile][1.0]
Date:	25.9.2018
Time:	16:43:40
Unit:	°C
Resolution:	0,020
Time	TObj	TInt	TExt
00:00:55,480	53,5	26,7	-----	
00:00:55,500	53,5	26,7	-----	
00:00:55,520	53,5	26,7	-----	
00:00:55,540	53,5	26,7	-----	
00:00:55,560	53,5	26,7	-----	
00:00:55,580	53,5	26,7	-----	
00:00:55,600	53,5	26,7	-----	
00:00:55,620	53,5	26,7	-----	
00:00:55,640	53,5	26,7	-----	
00:00:55,660	53,5	26,7	-----	
00:00:55,680	53,5	26,7	-----	
00:00:55,700	53,5	26,7	-----	
00:00:55,720	53,5	26,7	-----	
00:00:55,740	53,5	26,7	-----	
00:00:55,760	53,5	26,7	-----	
00:00:55,780	53,5	26,7	-----	
00:00:55,800	53,5	26,7	-----	
00:00:55,820	53,5	26,7	-----	
00:00:55,840	53,5	26,7	-----	
00:00:55,860	53,5	26,7	-----	
00:00:55,880	53,5	26,7	-----	
00:00:55,900	53,5	26,7	-----	
00:00:55,920	53,5	26,7	-----	
00:00:55,940	53,5	26,7	-----	
00:00:55,960	53,5	26,7	-----	
00:00:55,980	53,5	26,7	-----	
00:00:56,000	53,5	26,7	-----	
00:00:56,020	53,5	26,7	-----	
00:00:56,040	53,5	26,7	-----	
00:00:56,060	53,5	26,7	-----	
00:00:56,080	53,5	26,7	-----	
00:00:56,100	53,5	26,7	-----	
00:00:56,120	53,5	26,7	-----	
00:00:56,140	53,5	26,7	-----	
00:00:56,160	53,5	26,7	-----	
00:00:56,180	53,5	26,7	-----	
00:00:56,200	53,5	26,7	-----	
00:00:56,220	53,5	26,7	-----	
00:00:56,240	53,5	26,7	-----	
00:00:56,260	53,5	26,7	-----	
00:00:56,280	53,5	26,7	-----	
00:00:56,300	53,5	26,7	-----	
00:00:56,320	53,5	26,7	-----	
00:00:56,340	53,5	26,7	-----	
00:00:56,360	53,5	26,7	-----	
00:00:56,380	53,5	26,7	-----	
00:00:56,400	53,5	26,7	-----	
00:00:56,420	53,5	26,7	-----	
00:00:56,440	53,5	26,7	-----	
00:00:56,460	53,5	26,7	-----	
00:00:56,480	53,5	26,7	-----	
00:00:56,500	53,5	26,7	-----	
00:00:56,520	53,5	26,7	-----	
00:00:56,540	53,5	26,7	-----	
00:00:56,560	53,5	26,7	-----	
00:00:56,580	53,5	26,7	-----	
00:00:56,600	53,5	26,7	-----	
00:00:56,620	53,5	26,7	-----	
00:00:56,640	53,5	26,7	-----	
00:00:56,660	53,5	26,7	-----	
00:00:56,680	53,5	26,7	-----	
00:00:56,700	53,5	26,7	-----	
00:00:56,720	53,5	26,7	-----	
00:00:56,740	53,5	26,7	-----	
00:00:56,760	53,5	26,7	-----	
00:00:56,780	53,5	26,7	-----	
00:00:56,800	53,6	26,7	-----	
00:00:56,820	53,6	26,7	-----	
00:00:56,840	53,6	26,7	-----	
00:00:56,860	53,6	26,7	-----	
00:00:56,880	53,6	26,7	-----	
00:00:56,900	53,6	26,7	-----	
00:00:56,920	53,6	26,7	-----	
00:00:56,940	53,6	26,7	-----	
00:00:56,960	53,6	26,7	-----	
00:00:56,980	53,6	26,7	-----	
00:00:57,000	53,6	26,7	-----	
00:00:57,020	53,6	26,7	-----	
00:00:57,040	53,6	26,7	-----	
00:00:57,060	53,6	26,7	-----	
00:00:57,080	53,6	26,7	-----	
00:00:57,100	53,6	26,7	-----	
00:00:57,120	53,6	26,7	-----	
00:00:57,140	53,6	26,7	-----	
00:00:57,160	53,6	26,7	-----	
00:00:57,180	53,6	26,7	-----	
00:00:57,200	53,6	26,7	-----	
00:00:57,220	53,6	26,7	-----	
00:00:57,240	53,6	26,7	-----	
00:00:57,260	53,6	26,7	-----	
00:00:57,280	53,6	26,7	-----	
00:00:57,300	53,6	26,7	-----	
00:00:57,320	53,6	26,7	-----	
00:00:57,340	53,6	26,7	-----	
00:00:57,360	53,6	26,7	-----	
00:00:57,380	53,6	26,7	-----	
00:00:57,400	53,6	26,7	-----	
00:00:57,420	53,6	26,7	-----	
00:00:57,440	53,6	26,7	-----	
00:00:57,460	53,6	26,7	-----	
00:00:57,480	53,6	26,7	-----	
00:00:57,500	53,6	26,7	-----	
00:00:57,520	53,6	26,7	-----	
00:00:57,540	53,6	26,7	-----	
00:00:57,560	53,6	26,7	-----	
00:00:57,580	53,6	26,7	-----	
00:00:57,600	53,6	26,7	-----	
00:00:57,620	53,6	26,7	-----	
00:00:57,640	53,6	26,7	-----	
00:00:57,660	53,6	26,7	-----	
00:00:57,680	53,6	26,7	-----	
00:00:57,700	53,6	26,7	-----	
00:00:57,720	53,6	26,7	-----	
00:00:57,740	53,6	26,7	-----	
00:00:57,760	53,6	26,7	-----	
00:00:57,780	53,6	26,7	-----	
00:00:57,800	53,6	26,7	-----	
00:00:57,820	53,6	26,7	-----	
00:00:57,840	53,6	26,7	-----	
00:00:57,860	53,6	26,7	-----	
00:00:57,880	53,6	26,7	-----	
00:00:57,900	53,6	26,7	-----	
00:00:57,920	53,6	26,7	-----	
00:00:57,940	53,6	26,7	-----	
00:00:57,960	53,6	26,7	-----	
00:00:57,980	53,6	26,7	-----	
00:00:58,000	53,6	26,7	-----	
00:00:58,020	53,6	26,7	-----	
00:00:58,040	53,6	26,7	-----	
00:00:58,060	53,6	26,7	-----	
00:00:58,080	53,6	26,7	-----	
00:00:58,100	53,6	26,7	-----	
00:00:58,120	53,6	26,7	-----	
00:00:58,140	53,6	26,7	-----	
00:00:58,160	53,6	26,7	-----	
00:00:58,180	53,6	26,7	-----	
00:00:58,200	53,6	26,7	-----	
00:00:58,220	53,6	26,7	-----	
00:00:58,240	53,6	26,7	-----	
00:00:58,260	53,6	26,7	-----	
00:00:58,280	53,6	26,7	-----	
00:00:58,300	53,6	26,7	-----	
00:00:58,320	53,6	26,7	-----	
00:00:58,340	53,6	26,7	-----	
00:00:58,360	53,6	26,7	-----	
00:00:58,380	53,6	26,7	-----	
00:00:58,400	53,6	26,7	-----	
00:00:58,420	53,6	26,7	-----	
00:00:58,440	53,6	26,7	-----	
00:00:58,460	53,6	26,7	-----	
00:00:58,480	53,6	26,7	-----	
00:00:58,500	53,6	26,7	-----	
00:00:58,520	53,6	26,7	-----	
00:00:58,540	53,6	26,7	-----	
00:00:58,560	53,6	26,7	-----	
00:00:58,580	53,6	26,7	-----	
00:00:58,600	53,6	26,7	-----	
00:00:58,620	53,6	26,7	-----	
00:00:58,640	53,6	26,7	-----	
00:00:58,660	53,6	26,7	-----	
00:00:58,680	53,6	26,7	-----	
00:00:58,700	53,6	26,7	-----	
00:00:58,720	53,6	26,7	-----	
00:00:58,740	53,6	26,7	-----	
00:00:58,760	53,6	26,7	-----	
00:00:58,780	53,6	26,7	-----	
00:00:58,800	53,6	26,7	-----	
00:00:58,820	53,6	26,7	-----	
00:00:58,840	53,6	26,7	-----	
00:00:58,860	53,6	26,7	-----	
00:00:58,880	53,6	26,7	-----	
00:00:58,900	53,6	26,7	-----	
00:00:58,920	53,6	26,7	-----	
00:00:58,940	53,6	26,7	-----	
00:00:58,960	53,6	26,7	-----	
00:00:58,980	53,6	26,7	-----	
00:00:59,000	53,6	26,7	-----	
00:00:59,020	53,6	26,7	-----	
00:00:59,040	53,6	26,7	-----	
00:00:59,060	53,6	26,7	-----	
00:00:59,080	53,6	26,7	-----	
00:00:59,100	53,6	26,7	-----	
00:00:59,120	53,6	26,7	-----	
00:00:59,140	53,6	26,7	-----	
00:00:59,160	53,6	26,7	-----	
00:00:59,180	53,6	26,7	-----	
00:00:59,200	53,6	26,7	-----	
00:00:59,220	53,6	26,7	-----	
00:00:59,240	53,6	26,7	-----	
00:00:59,260	53,6	26,7	-----	
00:00:59,280	53,6	26,7	-----	
00:00:59,300	53,6	26,7	-----	
00:00:59,320	53,6	26,7	-----	
00:00:59,340	53,6	26,7	-----	
00:00:59,360	53,6	26,7	-----	
00:00:59,380	53,6	26,7	-----	
00:00:59,400	53,6	26,7	-----	
00:00:59,420	53,6	26,7	-----	
00:00:59,440	53,6	26,7	-----	
00:00:59,460	53,6	26,7	-----	
00:00:59,480	53,6	26,7	-----	
00:00:59,500	53,6	26,7	-----	
00:00:59,520	53,6	26,7	-----	
00:00:59,540	53,7	26,7	-----	
00:00:59,560	53,7	26,7	-----	
00:00:59,580	53,7	26,7	-----	
00:00:59,600	53,7	26,7	-----	
00:00:59,620	53,7	26,7	-----	
00:00:59,640	53,7	26,7	-----	
00:00:59,660	53,7	26,7	-----	
00:00:59,680	53,7	26,7	-----	
00:00:59,700	53,7	26,7	-----	
00:00:59,720	53,7	26,7	-----	
00:00:59,740	53,7	26,7	-----	
00:00:59,760	53,7	26,7	-----	
00:00:59,780	53,7	26,7	-----	
00:00:59,800	53,7	26,7	-----	
00:00:59,820	53,7	26,7	-----	
00:00:59,840	53,7	26,7	-----	
00:00:59,860	53,7	26,7	-----	
00:00:59,880	53,7	26,7	-----	
00:00:59,900	53,7	26,7	-----	
00:00:59,920	53,7	26,7	-----	
00:00:59,940	53,7	26,7	-----	
00:00:59,960	53,7	26,7	-----	
00:00:59,980	53,7	26,7	-----	
00:01:00,000	53,7	26,7	-----	
00:01:00,020	53,7	26,7	-----	
00:01:00,040	53,7	26,7	-----	
00:01:00,060	53,7	26,7	-----	
00:01:00,080	53,7	26,7	-----	
00:01:00,100	53,7	26,7	-----	
00:01:00,120	53,7	26,7	-----	
00:01:00,140	53,7	26,7	-----	
00:01:00,160	53,7	26,7	-----	
00:01:00,180	53,7	26,7	-----	
00:01:00,200	53,6	26,7	-----	
00:01:00,220	53,6	26,7	-----	
00:01:00,240	53,6	26,7	-----	
00:01:00,260	53,6	26,7	-----	
00:01:00,280	53,5	26,7	-----	
00:01:00,300	53,4	26,7	-----	
00:01:00,320	53,4	26,7	-----	
00:01:00,340	53,1	26,7	-----	
00:01:00,360	53,1	26,7	-----	
00:01:00,380	53,0	26,7	-----	
00:01:00,400	53,0	26,7	-----	
00:01:00,420	52,9	26,7	-----	
00:01:00,440	52,9	26,7	-----	
00:01:00,460	52,9	26,7	-----	
00:01:00,480	52,8	26,7	-----	
00:01:00,500	52,6	26,7	-----	
00:01:00,520	52,5	26,7	-----	
00:01:00,540	52,5	26,7	-----	
00:01:00,560	52,4	26,7	-----	
00:01:00,580	52,1	26,7	-----	
00:01:00,600	52,0	26,7	-----	
00:01:00,620	52,0	26,7	-----	
00:01:00,640	51,9	26,7	-----	
00:01:00,660	51,7	26,7	-----	
00:01:00,680	51,6	26,7	-----	
00:01:00,700	51,6	26,7	-----	
00:01:00,720	51,6	26,7	-----	
00:01:00,740	51,5	26,7	-----	
00:01:00,760	51,5	26,7	-----	
00:01:00,780	51,4	26,7	-----	
00:01:00,800	51,2	26,7	-----	
00:01:00,820	51,1	26,7	-----	
00:01:00,840	51,0	26,7	-----	
00:01:00,860	51,0	26,7	-----	
00:01:00,880	51,0	26,7	-----	
00:01:00,900	50,9	26,7	-----	
00:01:00,920	50,8	26,7	-----	
00:01:00,940	50,8	26,7	-----	
00:01:00,960	50,7	26,7	-----	
00:01:00,980	50,6	26,7	-----	
00:01:01,000	50,5	26,7	-----	
00:01:01,020	50,4	26,7	-----	
00:01:01,040	50,3	26,7	-----	
00:01:01,060	50,3	26,7	-----	
00:01:01,080	50,2	26,7	-----	
00:01:01,100	50,0	26,7	-----	
00:01:01,120	49,9	26,7	-----	
00:01:01,140	49,8	26,7	-----	
00:01:01,160	49,7	26,7	-----	
00:01:01,180	49,6	26,7	-----	
00:01:01,200	49,6	26,7	-----	
00:01:01,220	49,5	26,7	-----	
00:01:01,240	49,5	26,7	-----	
00:01:01,260	49,4	26,7	-----	
00:01:01,280	49,4	26,7	-----	
00:01:01,300	49,3	26,7	-----	
00:01:01,320	49,2	26,7	-----	
00:01:01,340	49,0	26,7	-----	
00:01:01,360	48,9	26,7	-----	
00:01:01,380	48,9	26,7	-----	
00:01:01,400	48,8	26,7	-----	
00:01:01,420	48,7	26,7	-----	
00:01:01,440	48,6	26,7	-----	
00:01:01,460	48,5	26,7	-----	
00:01:01,480	48,4	26,7	-----	
00:01:01,500	48,3	26,7	-----	
00:01:01,520	48,3	26,7	-----	
00:01:01,540	48,2	26,7	-----	
00:01:01,560	48,2	26,7	-----	
00:01:01,580	48,1	26,7	-----	
00:01:01,600	48,1	26,7	-----	
00:01:01,620	48,0	26,7	-----	
00:01:01,640	47,9	26,7	-----	
00:01:01,660	47,8	26,7	-----	
00:01:01,680	47,7	26,7	-----	
00:01:01,700	47,6	26,7	-----	
00:01:01,720	47,5	26,7	-----	
00:01:01,740	47,5	26,7	-----	
00:01:01,760	47,4	26,7	-----	
00:01:01,780	47,3	26,7	-----	
00:01:01,800	47,3	26,7	-----	
00:01:01,820	47,2	26,7	-----	
00:01:01,840	47,1	26,7	-----	
00:01:01,860	47,0	26,7	-----	
00:01:01,880	47,0	26,7	-----	
00:01:01,900	46,9	26,7	-----	
00:01:01,920	46,8	26,7	-----	
00:01:01,940	46,7	26,7	-----	
00:01:01,960	46,5	26,7	-----	
00:01:01,980	46,5	26,7	-----	
00:01:02,000	46,4	26,7	-----	
00:01:02,020	46,3	26,7	-----	
00:01:02,040	46,3	26,7	-----	
00:01:02,060	46,2	26,7	-----	
00:01:02,080	46,1	26,7	-----	
00:01:02,100	46,1	26,7	-----	
00:01:02,120	46,0	26,7	-----	
00:01:02,140	45,9	26,7	-----	
00:01:02,160	45,8	26,7	-----	
00:01:02,180	45,8	26,7	-----	
00:01:02,200	45,7	26,7	-----	
00:01:02,220	45,6	26,7	-----	
00:01:02,240	45,6	26,7	-----	
00:01:02,260	45,5	26,7	-----	
00:01:02,280	45,4	26,7	-----	
00:01:02,300	45,3	26,7	-----	
00:01:02,320	45,3	26,7	-----	
00:01:02,340	45,2	26,7	-----	
00:01:02,360	45,1	26,7	-----	
00:01:02,380	45,0	26,7	-----	
00:01:02,400	45,0	26,7	-----	
00:01:02,420	45,0	26,7	-----	
00:01:02,440	44,9	26,7	-----	
00:01:02,460	44,8	26,7	-----	
00:01:02,480	44,8	26,7	-----	
00:01:02,500	44,7	26,7	-----	
00:01:02,520	44,6	26,7	-----	
00:01:02,540	44,4	26,7	-----	
00:01:02,560	44,3	26,7	-----	
00:01:02,580	44,3	26,7	-----	
00:01:02,600	44,3	26,7	-----	
00:01:02,620	44,2	26,7	-----	
00:01:02,640	44,2	26,7	-----	
00:01:02,660	44,1	26,7	-----	
00:01:02,680	44,0	26,7	-----	
00:01:02,700	43,9	26,7	-----	
00:01:02,720	43,9	26,7	-----	
00:01:02,740	43,8	26,7	-----	
00:01:02,760	43,8	26,7	-----	
00:01:02,780	43,7	26,7	-----	
00:01:02,800	43,7	26,7	-----	
00:01:02,820	43,6	26,7	-----	
00:01:02,840	43,5	26,7	-----	
00:01:02,860	43,5	26,7	-----	
00:01:02,880	43,5	26,7	-----	
00:01:02,900	43,4	26,7	-----	
00:01:02,920	43,3	26,7	-----	
00:01:02,940	43,3	26,7	-----	
00:01:02,960	43,2	26,7	-----	
00:01:02,980	43,0	26,7	-----	
00:01:03,000	43,0	26,7	-----	
00:01:03,020	42,9	26,7	-----	
00:01:03,040	42,9	26,7	-----	
00:01:03,060	42,8	26,7	-----	
00:01:03,080	42,6	26,7	-----	
00:01:03,100	42,6	26,7	-----	
00:01:03,120	42,6	26,7	-----	
00:01:03,140	42,5	26,7	-----	
00:01:03,160	42,5	26,7	-----	
00:01:03,180	42,4	26,7	-----	
00:01:03,200	42,4	26,7	-----	
00:01:03,220	42,4	26,7	-----	
00:01:03,240	42,4	26,7	-----	
00:01:03,260	42,3	26,7	-----	
00:01:03,280	42,2	26,7	-----	
00:01:03,300	42,2	26,7	-----	
00:01:03,320	42,1	26,7	-----	
00:01:03,340	42,0	26,7	-----	
00:01:03,360	41,9	26,7	-----	
00:01:03,380	41,9	26,7	-----	
00:01:03,400	41,8	26,7	-----	
00:01:03,420	41,6	26,7	-----	
00:01:03,440	41,6	26,7	-----	
00:01:03,460	41,5	26,7	-----	
00:01:03,480	41,5	26,7	-----	
00:01:03,500	41,5	26,7	-----	
00:01:03,520	41,4	26,7	-----	
00:01:03,540	41,4	26,7	-----	
00:01:03,560	41,3	26,7	-----	
00:01:03,580	41,2	26,7	-----	
00:01:03,600	41,2	26,7	-----	
00:01:03,620	41,2	26,7	-----	
00:01:03,640	41,1	26,7	-----	
00:01:03,660	41,0	26,7	-----	
00:01:03,680	41,0	26,7	-----	
00:01:03,700	41,0	26,7	-----	
00:01:03,720	40,8	26,7	-----	
00:01:03,740	40,8	26,7	-----	
00:01:03,760	40,8	26,7	-----	
00:01:03,780	40,7	26,7	-----	
00:01:03,800	40,6	26,7	-----	
00:01:03,820	40,6	26,7	-----	
00:01:03,840	40,6	26,7	-----	
00:01:03,860	40,5	26,7	-----	
00:01:03,880	40,4	26,7	-----	
00:01:03,900	40,3	26,7	-----	
00:01:03,920	40,3	26,7	-----	
00:01:03,940	40,2	26,7	-----	
00:01:03,960	40,1	26,7	-----	
00:01:03,980	40,0	26,7	-----	
00:01:04,000	40,0	26,7	-----	
00:01:04,020	39,9	26,7	-----	
00:01:04,040	39,8	26,7	-----	
00:01:04,060	39,8	26,7	-----	
00:01:04,080	39,8	26,7	-----	
00:01:04,100	39,7	26,7	-----	
00:01:04,120	39,7	26,7	-----	
00:01:04,140	39,6	26,7	-----	
00:01:04,160	39,5	26,7	-----	
00:01:04,180	39,5	26,7	-----	
00:01:04,200	39,5	26,7	-----	
00:01:04,220	39,5	26,7	-----	
00:01:04,240	39,4	26,7	-----	
00:01:04,260	39,3	26,7	-----	
00:01:04,280	39,3	26,7	-----	
00:01:04,300	39,2	26,7	-----	
00:01:04,320	39,2	26,7	-----	
00:01:04,340	39,1	26,7	-----	
00:01:04,360	39,1	26,7	-----	
00:01:04,380	39,0	26,7	-----	
00:01:04,400	39,0	26,7	-----	
00:01:04,420	38,9	26,7	-----	
00:01:04,440	38,7	26,7	-----	
00:01:04,460	38,7	26,7	-----	
00:01:04,480	38,7	26,7	-----	
00:01:04,500	38,7	26,7	-----	
00:01:04,520	38,6	26,7	-----	
00:01:04,540	38,5	26,7	-----	
00:01:04,560	38,5	26,7	-----	
00:01:04,580	38,5	26,7	-----	
00:01:04,600	38,4	26,7	-----	
00:01:04,620	38,3	26,7	-----	
00:01:04,640	38,3	26,7	-----	
00:01:04,660	38,2	26,7	-----	
00:01:04,680	38,2	26,7	-----	
00:01:04,700	38,1	26,7	-----	
00:01:04,720	38,1	26,7	-----	
00:01:04,740	38,0	26,7	-----	
00:01:04,760	38,0	26,7	-----	
00:01:04,780	37,9	26,7	-----	
00:01:04,800	37,9	26,7	-----	
00:01:04,820	37,8	26,7	-----	
00:01:04,840	37,8	26,7	-----	
00:01:04,860	37,7	26,7	-----	
00:01:04,880	37,7	26,7	-----	
00:01:04,900	37,7	26,7	-----	
00:01:04,920	37,6	26,7	-----	
00:01:04,940	37,5	26,7	-----	
00:01:04,960	37,4	26,7	-----	
00:01:04,980	37,3	26,7	-----	
00:01:05,000	37,2	26,7	-----	
00:01:05,020	37,2	26,7	-----	
00:01:05,040	37,2	26,7	-----	
00:01:05,060	37,2	26,7	-----	
00:01:05,080	37,1	26,7	-----	
00:01:05,100	37,1	26,7	-----	
00:01:05,120	37,1	26,7	-----	
00:01:05,140	37,0	26,7	-----	
00:01:05,160	37,0	26,7	-----	
00:01:05,180	36,9	26,7	-----	
00:01:05,200	36,8	26,7	-----	
00:01:05,220	36,8	26,7	-----	
00:01:05,240	36,7	26,7	-----	
00:01:05,260	36,7	26,7	-----	
00:01:05,280	36,6	26,7	-----	
00:01:05,300	36,6	26,7	-----	
00:01:05,320	36,6	26,7	-----	
00:01:05,340	36,5	26,7	-----	
00:01:05,360	36,4	26,7	-----	
00:01:05,380	36,4	26,7	-----	
00:01:05,400	36,4	26,7	-----	
00:01:05,420	36,3	26,7	-----	
00:01:05,440	36,3	26,7	-----	
00:01:05,460	36,2	26,7	-----	
00:01:05,480	36,2	26,7	-----	
00:01:05,500	36,2	26,7	-----	
00:01:05,520	36,2	26,7	-----	
00:01:05,540	36,2	26,7	-----	
00:01:05,560	36,1	26,7	-----	
00:01:05,580	36,0	26,7	-----	
00:01:05,600	35,9	26,7	-----	
00:01:05,620	35,9	26,7	-----	
00:01:05,640	35,8	26,7	-----	
00:01:05,660	35,8	26,7	-----	
00:01:05,680	35,8	26,7	-----	
00:01:05,700	35,7	26,7	-----	
00:01:05,720	35,6	26,7	-----	
00:01:05,740	35,5	26,7	-----	
00:01:05,760	35,5	26,7	-----	
00:01:05,780	35,5	26,7	-----	
00:01:05,800	35,5	26,7	-----	
00:01:05,820	35,5	26,7	-----	
00:01:05,840	35,4	26,7	-----	
00:01:05,860	35,3	26,7	-----	
00:01:05,880	35,2	26,7	-----	
00:01:05,900	35,2	26,7	-----	
00:01:05,920	35,1	26,7	-----	
00:01:05,940	35,1	26,7	-----	
00:01:05,960	35,1	26,7	-----	
00:01:05,980	35,1	26,7	-----	
00:01:06,000	35,1	26,7	-----	
00:01:06,020	35,0	26,7	-----	
00:01:06,040	34,9	26,7	-----	
00:01:06,060	34,9	26,7	-----	
00:01:06,080	34,9	26,7	-----	
00:01:06,100	34,8	26,7	-----	
00:01:06,120	34,8	26,7	-----	
00:01:06,140	34,7	26,7	-----	
00:01:06,160	34,7	26,7	-----	
00:01:06,180	34,6	26,7	-----	
00:01:06,200	34,5	26,7	-----	
00:01:06,220	34,5	26,7	-----	
00:01:06,240	34,5	26,7	-----	
00:01:06,260	34,5	26,7	-----	
00:01:06,280	34,4	26,7	-----	
00:01:06,300	34,4	26,7	-----	
00:01:06,320	34,4	26,7	-----	
00:01:06,340	34,2	26,7	-----	
00:01:06,360	34,2	26,7	-----	
00:01:06,380	34,1	26,7	-----	
00:01:06,400	34,0	26,7	-----	
00:01:06,420	33,9	26,7	-----	
00:01:06,440	33,9	26,7	-----	
00:01:06,460	33,9	26,7	-----	
00:01:06,480	33,9	26,7	-----	
00:01:06,500	33,9	26,7	-----	
00:01:06,520	33,9	26,7	-----	
00:01:06,540	33,8	26,7	-----	
00:01:06,560	33,7	26,7	-----	
00:01:06,580	33,6	26,7	-----	
00:01:06,600	33,5	26,7	-----	
00:01:06,620	33,5	26,7	-----	
00:01:06,640	33,5	26,7	-----	
00:01:06,660	33,5	26,7	-----	
00:01:06,680	33,5	26,7	-----	
00:01:06,700	33,5	26,7	-----	
00:01:06,720	33,4	26,7	-----	
00:01:06,740	33,4	26,7	-----	
00:01:06,760	33,4	26,7	-----	
00:01:06,780	33,3	26,7	-----	
00:01:06,800	33,3	26,7	-----	
00:01:06,820	33,2	26,7	-----	
00:01:06,840	33,1	26,7	-----	
00:01:06,860	33,1	26,7	-----	
00:01:06,880	33,1	26,7	-----	
00:01:06,900	33,1	26,7	-----	
00:01:06,920	33,1	26,7	-----	
00:01:06,940	33,0	26,7	-----	
00:01:06,960	32,9	26,7	-----	
00:01:06,980	32,9	26,7	-----	
00:01:07,000	32,8	26,7	-----	
00:01:07,020	32,8	26,7	-----	
00:01:07,040	32,8	26,7	-----	
00:01:07,060	32,8	26,7	-----	
00:01:07,080	32,7	26,7	-----	
00:01:07,100	32,7	26,7	-----	
00:01:07,120	32,7	26,7	-----	
00:01:07,140	32,7	26,7	-----	
00:01:07,160	32,6	26,7	-----	
00:01:07,180	32,5	26,7	-----	
00:01:07,200	32,5	26,7	-----	
00:01:07,220	32,5	26,7	-----	
00:01:07,240	32,4	26,7	-----	
00:01:07,260	32,4	26,7	-----	
00:01:07,280	32,4	26,7	-----	
00:01:07,300	32,4	26,7	-----	
00:01:07,320	32,3	26,7	-----	
00:01:07,340	32,2	26,7	-----	
00:01:07,360	32,2	26,7	-----	
00:01:07,380	32,2	26,7	-----	
00:01:07,400	32,2	26,7	-----	
00:01:07,420	32,2	26,7	-----	
00:01:07,440	32,1	26,7	-----	
00:01:07,460	32,0	26,7	-----	
00:01:07,480	32,0	26,7	-----	
00:01:07,500	32,0	26,7	-----	
00:01:07,520	32,0	26,7	-----	
00:01:07,540	31,9	26,7	-----	
00:01:07,560	31,9	26,7	-----	
00:01:07,580	31,9	26,7	-----	
00:01:07,600	31,8	26,7	-----	
00:01:07,620	31,7	26,7	-----	
00:01:07,640	31,7	26,7	-----	
00:01:07,660	31,7	26,7	-----	
00:01:07,680	31,7	26,7	-----	
00:01:07,700	31,6	26,7	-----	
00:01:07,720	31,6	26,7	-----	
00:01:07,740	31,6	26,7	-----	
00:01:07,760	31,5	26,7	-----	
00:01:07,780	31,5	26,7	-----	
00:01:07,800	31,5	26,7	-----	
00:01:07,820	31,4	26,7	-----	
00:01:07,840	31,4	26,7	-----	
00:01:07,860	31,4	26,7	-----	
00:01:07,880	31,4	26,7	-----	
00:01:07,900	31,3	26,7	-----	
00:01:07,920	31,3	26,7	-----	
00:01:07,940	31,3	26,7	-----	
00:01:07,960	31,2	26,7	-----	
00:01:07,980	31,2	26,7	-----	
00:01:08,000	31,2	26,7	-----	
00:01:08,020	31,2	26,7	-----	
00:01:08,040	31,1	26,7	-----	
00:01:08,060	31,0	26,7	-----	
00:01:08,080	31,0	26,7	-----	
00:01:08,100	31,0	26,7	-----	
00:01:08,120	31,0	26,7	-----	
00:01:08,140	30,9	26,7	-----	
00:01:08,160	30,9	26,7	-----	
00:01:08,180	30,8	26,7	-----	
00:01:08,200	30,7	26,7	-----	
00:01:08,220	30,7	26,7	-----	
00:01:08,240	30,7	26,7	-----	
00:01:08,260	30,7	26,7	-----	
00:01:08,280	30,6	26,7	-----	
00:01:08,300	30,6	26,7	-----	
00:01:08,320	30,6	26,7	-----	
00:01:08,340	30,6	26,7	-----	
00:01:08,360	30,5	26,7	-----	
00:01:08,380	30,4	26,7	-----	
00:01:08,400	30,4	26,7	-----	
00:01:08,420	30,4	26,7	-----	
00:01:08,440	30,4	26,7	-----	
00:01:08,460	30,4	26,7	-----	
00:01:08,480	30,4	26,7	-----	
00:01:08,500	30,4	26,7	-----	
00:01:08,520	30,3	26,7	-----	
00:01:08,540	30,2	26,7	-----	
00:01:08,560	30,2	26,7	-----	
00:01:08,580	30,2	26,7	-----	
00:01:08,600	30,2	26,7	-----	
00:01:08,620	30,2	26,7	-----	
00:01:08,640	30,2	26,7	-----	
00:01:08,660	30,2	26,7	-----	
00:01:08,680	30,2	26,7	-----	
00:01:08,700	30,1	26,7	-----	
00:01:08,720	30,0	26,7	-----	
00:01:08,740	29,9	26,7	-----	
00:01:08,760	29,9	26,7	-----	
00:01:08,780	29,9	26,7	-----	
00:01:08,800	29,8	26,7	-----	
00:01:08,820	29,8	26,7	-----	
00:01:08,840	29,8	26,7	-----	
00:01:08,860	29,7	26,7	-----	
00:01:08,880	29,7	26,7	-----	
00:01:08,900	29,7	26,7	-----	
00:01:08,920	29,7	26,7	-----	
00:01:08,940	29,7	26,7	-----	
00:01:08,960	29,6	26,7	-----	
00:01:08,980	29,6	26,7	-----	
00:01:09,000	29,6	26,7	-----	
00:01:09,020	29,5	26,7	-----	
00:01:09,040	29,5	26,7	-----	
00:01:09,060	29,5	26,7	-----	
00:01:09,080	29,5	26,7	-----	
00:01:09,100	29,5	26,7	-----	
00:01:09,120	29,4	26,7	-----	
00:01:09,140	29,4	26,7	-----	
00:01:09,160	29,4	26,7	-----	
00:01:09,180	29,3	26,7	-----	
00:01:09,200	29,3	26,7	-----	
00:01:09,220	29,3	26,7	-----	
00:01:09,240	29,2	26,7	-----	
00:01:09,260	29,2	26,7	-----	
00:01:09,280	29,2	26,7	-----	
00:01:09,300	29,2	26,7	-----	
00:01:09,320	29,2	26,7	-----	
00:01:09,340	29,2	26,7	-----	
00:01:09,360	29,1	26,7	-----	
00:01:09,380	29,1	26,7	-----	
